,bnd_id,ent_nm,ptf,npv
76,76,kbc,bnd,1025.023958353264
77,77,kbc,bnd,1005.595943546347
78,78,kbc,bnd,1149.3715591480368
79,79,kbc,bnd,1007.069101732208
80,80,kbc,bnd,1047.2144661197158
81,81,kbc,bnd,1025.023958353264
82,82,kbc,bnd,1005.595943546347
83,83,kbc,bnd,1149.3715591480368
84,84,kbc,bnd,1007.069101732208
85,85,kbc,bnd,1047.2144661197158
86,86,kbc,bnd,1025.023958353264
87,87,kbc,bnd,1005.595943546347
88,88,kbc,bnd,1149.3715591480368
89,89,kbc,bnd,1007.069101732208
90,90,kbc,bnd,1047.2144661197158
91,91,kbc,bnd,1025.023958353264
92,92,kbc,bnd,1005.595943546347
93,93,kbc,bnd,1149.3715591480368
94,94,kbc,bnd,1007.069101732208
95,95,kbc,bnd,1047.2144661197158
96,96,kbc,bnd,1025.023958353264
97,97,kbc,bnd,1005.595943546347
98,98,kbc,bnd,1149.3715591480368
99,99,kbc,bnd,1007.069101732208
100,100,kbc,bnd,1047.2144661197158
101,101,kbc,bnd,1025.023958353264
102,102,kbc,bnd,1005.595943546347
103,103,kbc,bnd,1149.3715591480368
104,104,kbc,bnd,1007.069101732208
105,105,kbc,bnd,1047.2144661197158
106,106,kbc,bnd,1025.023958353264
107,107,kbc,bnd,1005.595943546347
108,108,kbc,bnd,1149.3715591480368
109,109,kbc,bnd,1007.069101732208
110,110,kbc,bnd,1047.2144661197158
111,111,kbc,bnd,1025.023958353264
112,112,kbc,bnd,1005.595943546347
113,113,kbc,bnd,1149.3715591480368
114,114,kbc,bnd,1007.069101732208
115,115,kbc,bnd,1047.2144661197158
116,116,kbc,bnd,1025.023958353264
117,117,kbc,bnd,1005.595943546347
118,118,kbc,bnd,1149.3715591480368
119,119,kbc,bnd,1007.069101732208
120,120,kbc,bnd,1047.2144661197158
121,121,kbc,bnd,1025.023958353264
122,122,kbc,bnd,1005.595943546347
123,123,kbc,bnd,1149.3715591480368
124,124,kbc,bnd,1007.069101732208
125,125,kbc,bnd,1047.2144661197158
126,126,kbc,bnd,1025.023958353264
127,127,kbc,bnd,1005.595943546347
128,128,kbc,bnd,1149.3715591480368
129,129,kbc,bnd,1007.069101732208
130,130,kbc,bnd,1047.2144661197158
131,131,kbc,bnd,1025.023958353264
132,132,kbc,bnd,1005.595943546347
133,133,kbc,bnd,1149.3715591480368
134,134,kbc,bnd,1007.069101732208
135,135,kbc,bnd,1047.2144661197158
136,136,kbc,bnd,1025.023958353264
137,137,kbc,bnd,1005.595943546347
138,138,kbc,bnd,1149.3715591480368
139,139,kbc,bnd,1007.069101732208
140,140,kbc,bnd,1047.2144661197158
141,141,kbc,bnd,1025.023958353264
142,142,kbc,bnd,1005.595943546347
143,143,kbc,bnd,1149.3715591480368
144,144,kbc,bnd,1007.069101732208
145,145,kbc,bnd,1047.2144661197158
146,146,kbc,bnd,1025.023958353264
147,147,kbc,bnd,1005.595943546347
148,148,kbc,bnd,1149.3715591480368
149,149,kbc,bnd,1007.069101732208
150,150,kbc,bnd,1047.2144661197158
151,151,kbc,bnd,1025.023958353264
152,152,kbc,bnd,1005.595943546347
153,153,kbc,bnd,1149.3715591480368
154,154,kbc,bnd,1007.069101732208
155,155,kbc,bnd,1047.2144661197158
156,156,kbc,bnd,1025.023958353264
157,157,kbc,bnd,1005.595943546347
158,158,kbc,bnd,1149.3715591480368
159,159,kbc,bnd,1007.069101732208
160,160,kbc,bnd,1047.2144661197158
161,161,kbc,bnd,1025.023958353264
162,162,kbc,bnd,1005.595943546347
163,163,kbc,bnd,1149.3715591480368
164,164,kbc,bnd,1007.069101732208
165,165,kbc,bnd,1047.2144661197158
166,166,kbc,bnd,1025.023958353264
167,167,kbc,bnd,1005.595943546347
168,168,kbc,bnd,1149.3715591480368
169,169,kbc,bnd,1007.069101732208
170,170,kbc,bnd,1047.2144661197158
171,171,kbc,bnd,1025.023958353264
172,172,kbc,bnd,1005.595943546347
173,173,kbc,bnd,1149.3715591480368
174,174,kbc,bnd,1007.069101732208
175,175,kbc,bnd,1047.2144661197158
176,176,kbc,bnd,1025.023958353264
177,177,kbc,bnd,1005.595943546347
178,178,kbc,bnd,1149.3715591480368
179,179,kbc,bnd,1007.069101732208
180,180,kbc,bnd,1047.2144661197158
181,181,kbc,bnd,1025.023958353264
182,182,kbc,bnd,1005.595943546347
183,183,kbc,bnd,1149.3715591480368
184,184,kbc,bnd,1007.069101732208
185,185,kbc,bnd,1047.2144661197158
186,186,kbc,bnd,1025.023958353264
187,187,kbc,bnd,1005.595943546347
188,188,kbc,bnd,1149.3715591480368
189,189,kbc,bnd,1007.069101732208
190,190,kbc,bnd,1047.2144661197158
191,191,kbc,bnd,1025.023958353264
192,192,kbc,bnd,1005.595943546347
193,193,kbc,bnd,1149.3715591480368
194,194,kbc,bnd,1007.069101732208
195,195,kbc,bnd,1047.2144661197158
196,196,kbc,bnd,1025.023958353264
197,197,kbc,bnd,1005.595943546347
198,198,kbc,bnd,1149.3715591480368
199,199,kbc,bnd,1007.069101732208
200,200,kbc,bnd,1047.2144661197158
201,201,kbc,bnd,1025.023958353264
202,202,kbc,bnd,1005.595943546347
203,203,kbc,bnd,1149.3715591480368
204,204,kbc,bnd,1007.069101732208
205,205,kbc,bnd,1047.2144661197158
206,206,kbc,bnd,1025.023958353264
207,207,kbc,bnd,1005.595943546347
208,208,kbc,bnd,1149.3715591480368
209,209,kbc,bnd,1007.069101732208
210,210,kbc,bnd,1047.2144661197158
211,211,kbc,bnd,1025.023958353264
212,212,kbc,bnd,1005.595943546347
213,213,kbc,bnd,1149.3715591480368
214,214,kbc,bnd,1007.069101732208
215,215,kbc,bnd,1047.2144661197158
216,216,kbc,bnd,1025.023958353264
217,217,kbc,bnd,1005.595943546347
218,218,kbc,bnd,1149.3715591480368
219,219,kbc,bnd,1007.069101732208
220,220,kbc,bnd,1047.2144661197158
221,221,kbc,bnd,1025.023958353264
222,222,kbc,bnd,1005.595943546347
223,223,kbc,bnd,1149.3715591480368
224,224,kbc,bnd,1007.069101732208
225,225,kbc,bnd,1047.2144661197158
226,226,kbc,bnd,1025.023958353264
227,227,kbc,bnd,1005.595943546347
228,228,kbc,bnd,1149.3715591480368
229,229,kbc,bnd,1007.069101732208
230,230,kbc,bnd,1047.2144661197158
231,231,kbc,bnd,1025.023958353264
232,232,kbc,bnd,1005.595943546347
233,233,kbc,bnd,1149.3715591480368
234,234,kbc,bnd,1007.069101732208
235,235,kbc,bnd,1047.2144661197158
236,236,kbc,bnd,1025.023958353264
237,237,kbc,bnd,1005.595943546347
238,238,kbc,bnd,1149.3715591480368
239,239,kbc,bnd,1007.069101732208
240,240,kbc,bnd,1047.2144661197158
241,241,kbc,bnd,1025.023958353264
242,242,kbc,bnd,1005.595943546347
243,243,kbc,bnd,1149.3715591480368
244,244,kbc,bnd,1007.069101732208
245,245,kbc,bnd,1047.2144661197158
246,246,kbc,bnd,1025.023958353264
247,247,kbc,bnd,1005.595943546347
248,248,kbc,bnd,1149.3715591480368
249,249,kbc,bnd,1007.069101732208
250,250,kbc,bnd,1047.2144661197158
251,251,kbc,bnd,1025.023958353264
252,252,kbc,bnd,1005.595943546347
253,253,kbc,bnd,1149.3715591480368
254,254,kbc,bnd,1007.069101732208
255,255,kbc,bnd,1047.2144661197158
256,256,kbc,bnd,1025.023958353264
257,257,kbc,bnd,1005.595943546347
258,258,kbc,bnd,1149.3715591480368
259,259,kbc,bnd,1007.069101732208
260,260,kbc,bnd,1047.2144661197158
261,261,kbc,bnd,1025.023958353264
262,262,kbc,bnd,1005.595943546347
263,263,kbc,bnd,1149.3715591480368
264,264,kbc,bnd,1007.069101732208
265,265,kbc,bnd,1047.2144661197158
266,266,kbc,bnd,1025.023958353264
267,267,kbc,bnd,1005.595943546347
268,268,kbc,bnd,1149.3715591480368
269,269,kbc,bnd,1007.069101732208
270,270,kbc,bnd,1047.2144661197158
271,271,kbc,bnd,1025.023958353264
272,272,kbc,bnd,1005.595943546347
273,273,kbc,bnd,1149.3715591480368
274,274,kbc,bnd,1007.069101732208
275,275,kbc,bnd,1047.2144661197158
276,276,kbc,bnd,1025.023958353264
277,277,kbc,bnd,1005.595943546347
278,278,kbc,bnd,1149.3715591480368
279,279,kbc,bnd,1007.069101732208
280,280,kbc,bnd,1047.2144661197158
281,281,kbc,bnd,1025.023958353264
282,282,kbc,bnd,1005.595943546347
283,283,kbc,bnd,1149.3715591480368
284,284,kbc,bnd,1007.069101732208
285,285,kbc,bnd,1047.2144661197158
286,286,kbc,bnd,1025.023958353264
287,287,kbc,bnd,1005.595943546347
288,288,kbc,bnd,1149.3715591480368
289,289,kbc,bnd,1007.069101732208
290,290,kbc,bnd,1047.2144661197158
291,291,kbc,bnd,1025.023958353264
292,292,kbc,bnd,1005.595943546347
293,293,kbc,bnd,1149.3715591480368
294,294,kbc,bnd,1007.069101732208
295,295,kbc,bnd,1047.2144661197158
296,296,kbc,bnd,1025.023958353264
297,297,kbc,bnd,1005.595943546347
298,298,kbc,bnd,1149.3715591480368
299,299,kbc,bnd,1007.069101732208
300,300,kbc,bnd,1047.2144661197158
301,301,kbc,bnd,1025.023958353264
302,302,kbc,bnd,1005.595943546347
303,303,kbc,bnd,1149.3715591480368
304,304,kbc,bnd,1007.069101732208
305,305,kbc,bnd,1047.2144661197158
306,306,kbc,bnd,1025.023958353264
307,307,kbc,bnd,1005.595943546347
308,308,kbc,bnd,1149.3715591480368
309,309,kbc,bnd,1007.069101732208
310,310,kbc,bnd,1047.2144661197158
311,311,kbc,bnd,1025.023958353264
312,312,kbc,bnd,1005.595943546347
313,313,kbc,bnd,1149.3715591480368
314,314,kbc,bnd,1007.069101732208
315,315,kbc,bnd,1047.2144661197158
316,316,kbc,bnd,1025.023958353264
317,317,kbc,bnd,1005.595943546347
318,318,kbc,bnd,1149.3715591480368
319,319,kbc,bnd,1007.069101732208
320,320,kbc,bnd,1047.2144661197158
321,321,kbc,bnd,1025.023958353264
322,322,kbc,bnd,1005.595943546347
323,323,kbc,bnd,1149.3715591480368
324,324,kbc,bnd,1007.069101732208
325,325,kbc,bnd,1047.2144661197158
326,326,kbc,bnd,1025.023958353264
327,327,kbc,bnd,1005.595943546347
328,328,kbc,bnd,1149.3715591480368
329,329,kbc,bnd,1007.069101732208
330,330,kbc,bnd,1047.2144661197158
331,331,kbc,bnd,1025.023958353264
332,332,kbc,bnd,1005.595943546347
333,333,kbc,bnd,1149.3715591480368
334,334,kbc,bnd,1007.069101732208
335,335,kbc,bnd,1047.2144661197158
336,336,kbc,bnd,1025.023958353264
337,337,kbc,bnd,1005.595943546347
338,338,kbc,bnd,1149.3715591480368
339,339,kbc,bnd,1007.069101732208
340,340,kbc,bnd,1047.2144661197158
341,341,kbc,bnd,1025.023958353264
342,342,kbc,bnd,1005.595943546347
343,343,kbc,bnd,1149.3715591480368
344,344,kbc,bnd,1007.069101732208
345,345,kbc,bnd,1047.2144661197158
346,346,kbc,bnd,1025.023958353264
347,347,kbc,bnd,1005.595943546347
348,348,kbc,bnd,1149.3715591480368
349,349,kbc,bnd,1007.069101732208
350,350,kbc,bnd,1047.2144661197158
351,351,kbc,bnd,1025.023958353264
352,352,kbc,bnd,1005.595943546347
353,353,kbc,bnd,1149.3715591480368
354,354,kbc,bnd,1007.069101732208
355,355,kbc,bnd,1047.2144661197158
356,356,kbc,bnd,1025.023958353264
357,357,kbc,bnd,1005.595943546347
358,358,kbc,bnd,1149.3715591480368
359,359,kbc,bnd,1007.069101732208
360,360,kbc,bnd,1047.2144661197158
361,361,kbc,bnd,1025.023958353264
362,362,kbc,bnd,1005.595943546347
363,363,kbc,bnd,1149.3715591480368
364,364,kbc,bnd,1007.069101732208
365,365,kbc,bnd,1047.2144661197158
366,366,kbc,bnd,1025.023958353264
367,367,kbc,bnd,1005.595943546347
368,368,kbc,bnd,1149.3715591480368
369,369,kbc,bnd,1007.069101732208
370,370,kbc,bnd,1047.2144661197158
371,371,kbc,bnd,1025.023958353264
372,372,kbc,bnd,1005.595943546347
373,373,kbc,bnd,1149.3715591480368
374,374,kbc,bnd,1007.069101732208
375,375,kbc,bnd,1047.2144661197158
376,376,kbc,bnd,1025.023958353264
377,377,kbc,bnd,1005.595943546347
378,378,kbc,bnd,1149.3715591480368
379,379,kbc,bnd,1007.069101732208
380,380,kbc,bnd,1047.2144661197158
381,381,kbc,bnd,1025.023958353264
382,382,kbc,bnd,1005.595943546347
383,383,kbc,bnd,1149.3715591480368
384,384,kbc,bnd,1007.069101732208
385,385,kbc,bnd,1047.2144661197158
386,386,kbc,bnd,1025.023958353264
387,387,kbc,bnd,1005.595943546347
388,388,kbc,bnd,1149.3715591480368
389,389,kbc,bnd,1007.069101732208
390,390,kbc,bnd,1047.2144661197158
391,391,kbc,bnd,1025.023958353264
392,392,kbc,bnd,1005.595943546347
393,393,kbc,bnd,1149.3715591480368
394,394,kbc,bnd,1007.069101732208
395,395,kbc,bnd,1047.2144661197158
396,396,kbc,bnd,1025.023958353264
397,397,kbc,bnd,1005.595943546347
398,398,kbc,bnd,1149.3715591480368
399,399,kbc,bnd,1007.069101732208
400,400,kbc,bnd,1047.2144661197158
401,401,kbc,bnd,1025.023958353264
402,402,kbc,bnd,1005.595943546347
403,403,kbc,bnd,1149.3715591480368
404,404,kbc,bnd,1007.069101732208
405,405,kbc,bnd,1047.2144661197158
406,406,kbc,bnd,1025.023958353264
407,407,kbc,bnd,1005.595943546347
408,408,kbc,bnd,1149.3715591480368
409,409,kbc,bnd,1007.069101732208
410,410,kbc,bnd,1047.2144661197158
411,411,kbc,bnd,1025.023958353264
412,412,kbc,bnd,1005.595943546347
413,413,kbc,bnd,1149.3715591480368
414,414,kbc,bnd,1007.069101732208
415,415,kbc,bnd,1047.2144661197158
416,416,kbc,bnd,1025.023958353264
417,417,kbc,bnd,1005.595943546347
418,418,kbc,bnd,1149.3715591480368
419,419,kbc,bnd,1007.069101732208
420,420,kbc,bnd,1047.2144661197158
421,421,kbc,bnd,1025.023958353264
422,422,kbc,bnd,1005.595943546347
423,423,kbc,bnd,1149.3715591480368
424,424,kbc,bnd,1007.069101732208
425,425,kbc,bnd,1047.2144661197158
426,426,kbc,bnd,1025.023958353264
427,427,kbc,bnd,1005.595943546347
428,428,kbc,bnd,1149.3715591480368
429,429,kbc,bnd,1007.069101732208
430,430,kbc,bnd,1047.2144661197158
431,431,kbc,bnd,1025.023958353264
432,432,kbc,bnd,1005.595943546347
433,433,kbc,bnd,1149.3715591480368
434,434,kbc,bnd,1007.069101732208
435,435,kbc,bnd,1047.2144661197158
436,436,kbc,bnd,1025.023958353264
437,437,kbc,bnd,1005.595943546347
438,438,kbc,bnd,1149.3715591480368
439,439,kbc,bnd,1007.069101732208
440,440,kbc,bnd,1047.2144661197158
441,441,kbc,bnd,1025.023958353264
442,442,kbc,bnd,1005.595943546347
443,443,kbc,bnd,1149.3715591480368
444,444,kbc,bnd,1007.069101732208
445,445,kbc,bnd,1047.2144661197158
446,446,kbc,bnd,1025.023958353264
447,447,kbc,bnd,1005.595943546347
448,448,kbc,bnd,1149.3715591480368
449,449,kbc,bnd,1007.069101732208
450,450,kbc,bnd,1047.2144661197158
451,451,kbc,bnd,1025.023958353264
452,452,kbc,bnd,1005.595943546347
453,453,kbc,bnd,1149.3715591480368
454,454,kbc,bnd,1007.069101732208
455,455,kbc,bnd,1047.2144661197158
456,456,kbc,bnd,1025.023958353264
457,457,kbc,bnd,1005.595943546347
458,458,kbc,bnd,1149.3715591480368
459,459,kbc,bnd,1007.069101732208
460,460,kbc,bnd,1047.2144661197158
461,461,kbc,bnd,1025.023958353264
462,462,kbc,bnd,1005.595943546347
463,463,kbc,bnd,1149.3715591480368
464,464,kbc,bnd,1007.069101732208
465,465,kbc,bnd,1047.2144661197158
466,466,kbc,bnd,1025.023958353264
467,467,kbc,bnd,1005.595943546347
468,468,kbc,bnd,1149.3715591480368
469,469,kbc,bnd,1007.069101732208
470,470,kbc,bnd,1047.2144661197158
471,471,kbc,bnd,1025.023958353264
472,472,kbc,bnd,1005.595943546347
473,473,kbc,bnd,1149.3715591480368
474,474,kbc,bnd,1007.069101732208
475,475,kbc,bnd,1047.2144661197158
476,476,kbc,bnd,1025.023958353264
477,477,kbc,bnd,1005.595943546347
478,478,kbc,bnd,1149.3715591480368
479,479,kbc,bnd,1007.069101732208
480,480,kbc,bnd,1047.2144661197158
481,481,kbc,bnd,1025.023958353264
482,482,kbc,bnd,1005.595943546347
483,483,kbc,bnd,1149.3715591480368
484,484,kbc,bnd,1007.069101732208
485,485,kbc,bnd,1047.2144661197158
486,486,kbc,bnd,1025.023958353264
487,487,kbc,bnd,1005.595943546347
488,488,kbc,bnd,1149.3715591480368
489,489,kbc,bnd,1007.069101732208
490,490,kbc,bnd,1047.2144661197158
491,491,kbc,bnd,1025.023958353264
492,492,kbc,bnd,1005.595943546347
493,493,kbc,bnd,1149.3715591480368
494,494,kbc,bnd,1007.069101732208
495,495,kbc,bnd,1047.2144661197158
496,496,kbc,bnd,1025.023958353264
497,497,kbc,bnd,1005.595943546347
498,498,kbc,bnd,1149.3715591480368
499,499,kbc,bnd,1007.069101732208
500,500,kbc,bnd,1047.2144661197158
501,501,kbc,bnd,1025.023958353264
502,502,kbc,bnd,1005.595943546347
503,503,kbc,bnd,1149.3715591480368
504,504,kbc,bnd,1007.069101732208
505,505,kbc,bnd,1047.2144661197158
506,506,kbc,bnd,1025.023958353264
507,507,kbc,bnd,1005.595943546347
508,508,kbc,bnd,1149.3715591480368
509,509,kbc,bnd,1007.069101732208
510,510,kbc,bnd,1047.2144661197158
511,511,kbc,bnd,1025.023958353264
512,512,kbc,bnd,1005.595943546347
513,513,kbc,bnd,1149.3715591480368
514,514,kbc,bnd,1007.069101732208
515,515,kbc,bnd,1047.2144661197158
516,516,kbc,bnd,1025.023958353264
517,517,kbc,bnd,1005.595943546347
518,518,kbc,bnd,1149.3715591480368
519,519,kbc,bnd,1007.069101732208
520,520,kbc,bnd,1047.2144661197158
521,521,kbc,bnd,1025.023958353264
522,522,kbc,bnd,1005.595943546347
523,523,kbc,bnd,1149.3715591480368
524,524,kbc,bnd,1007.069101732208
525,525,kbc,bnd,1047.2144661197158
526,526,kbc,bnd,1025.023958353264
527,527,kbc,bnd,1005.595943546347
528,528,kbc,bnd,1149.3715591480368
529,529,kbc,bnd,1007.069101732208
530,530,kbc,bnd,1047.2144661197158
531,531,kbc,bnd,1025.023958353264
532,532,kbc,bnd,1005.595943546347
533,533,kbc,bnd,1149.3715591480368
534,534,kbc,bnd,1007.069101732208
535,535,kbc,bnd,1047.2144661197158
536,536,kbc,bnd,1025.023958353264
537,537,kbc,bnd,1005.595943546347
538,538,kbc,bnd,1149.3715591480368
539,539,kbc,bnd,1007.069101732208
540,540,kbc,bnd,1047.2144661197158
541,541,kbc,bnd,1025.023958353264
542,542,kbc,bnd,1005.595943546347
543,543,kbc,bnd,1149.3715591480368
544,544,kbc,bnd,1007.069101732208
545,545,kbc,bnd,1047.2144661197158
546,546,kbc,bnd,1025.023958353264
547,547,kbc,bnd,1005.595943546347
548,548,kbc,bnd,1149.3715591480368
549,549,kbc,bnd,1007.069101732208
550,550,kbc,bnd,1047.2144661197158
551,551,kbc,bnd,1025.023958353264
552,552,kbc,bnd,1005.595943546347
553,553,kbc,bnd,1149.3715591480368
554,554,kbc,bnd,1007.069101732208
555,555,kbc,bnd,1047.2144661197158
556,556,kbc,bnd,1025.023958353264
557,557,kbc,bnd,1005.595943546347
558,558,kbc,bnd,1149.3715591480368
559,559,kbc,bnd,1007.069101732208
560,560,kbc,bnd,1047.2144661197158
561,561,kbc,bnd,1025.023958353264
562,562,kbc,bnd,1005.595943546347
563,563,kbc,bnd,1149.3715591480368
564,564,kbc,bnd,1007.069101732208
565,565,kbc,bnd,1047.2144661197158
566,566,kbc,bnd,1025.023958353264
567,567,kbc,bnd,1005.595943546347
568,568,kbc,bnd,1149.3715591480368
569,569,kbc,bnd,1007.069101732208
570,570,kbc,bnd,1047.2144661197158
571,571,kbc,bnd,1025.023958353264
572,572,kbc,bnd,1005.595943546347
573,573,kbc,bnd,1149.3715591480368
574,574,kbc,bnd,1007.069101732208
575,575,kbc,bnd,1047.2144661197158
576,576,kbc,bnd,1025.023958353264
577,577,kbc,bnd,1005.595943546347
578,578,kbc,bnd,1149.3715591480368
579,579,kbc,bnd,1007.069101732208
580,580,kbc,bnd,1047.2144661197158
581,581,kbc,bnd,1025.023958353264
582,582,kbc,bnd,1005.595943546347
583,583,kbc,bnd,1149.3715591480368
584,584,kbc,bnd,1007.069101732208
585,585,kbc,bnd,1047.2144661197158
586,586,kbc,bnd,1025.023958353264
587,587,kbc,bnd,1005.595943546347
588,588,kbc,bnd,1149.3715591480368
589,589,kbc,bnd,1007.069101732208
590,590,kbc,bnd,1047.2144661197158
591,591,kbc,bnd,1025.023958353264
592,592,kbc,bnd,1005.595943546347
593,593,kbc,bnd,1149.3715591480368
594,594,kbc,bnd,1007.069101732208
595,595,kbc,bnd,1047.2144661197158
596,596,kbc,bnd,1025.023958353264
597,597,kbc,bnd,1005.595943546347
598,598,kbc,bnd,1149.3715591480368
599,599,kbc,bnd,1007.069101732208
600,600,kbc,bnd,1047.2144661197158
601,601,kbc,bnd,1025.023958353264
602,602,kbc,bnd,1005.595943546347
603,603,kbc,bnd,1149.3715591480368
604,604,kbc,bnd,1007.069101732208
605,605,kbc,bnd,1047.2144661197158
606,606,kbc,bnd,1025.023958353264
607,607,kbc,bnd,1005.595943546347
608,608,kbc,bnd,1149.3715591480368
609,609,kbc,bnd,1007.069101732208
610,610,kbc,bnd,1047.2144661197158
611,611,kbc,bnd,1025.023958353264
612,612,kbc,bnd,1005.595943546347
613,613,kbc,bnd,1149.3715591480368
614,614,kbc,bnd,1007.069101732208
615,615,kbc,bnd,1047.2144661197158
616,616,kbc,bnd,1025.023958353264
617,617,kbc,bnd,1005.595943546347
618,618,kbc,bnd,1149.3715591480368
619,619,kbc,bnd,1007.069101732208
620,620,kbc,bnd,1047.2144661197158
621,621,kbc,bnd,1025.023958353264
622,622,kbc,bnd,1005.595943546347
623,623,kbc,bnd,1149.3715591480368
624,624,kbc,bnd,1007.069101732208
625,625,kbc,bnd,1047.2144661197158
626,626,kbc,bnd,1025.023958353264
627,627,kbc,bnd,1005.595943546347
628,628,kbc,bnd,1149.3715591480368
629,629,kbc,bnd,1007.069101732208
630,630,kbc,bnd,1047.2144661197158
631,631,kbc,bnd,1025.023958353264
632,632,kbc,bnd,1005.595943546347
633,633,kbc,bnd,1149.3715591480368
634,634,kbc,bnd,1007.069101732208
635,635,kbc,bnd,1047.2144661197158
636,636,kbc,bnd,1025.023958353264
637,637,kbc,bnd,1005.595943546347
638,638,kbc,bnd,1149.3715591480368
639,639,kbc,bnd,1007.069101732208
640,640,kbc,bnd,1047.2144661197158
641,641,kbc,bnd,1025.023958353264
642,642,kbc,bnd,1005.595943546347
643,643,kbc,bnd,1149.3715591480368
644,644,kbc,bnd,1007.069101732208
645,645,kbc,bnd,1047.2144661197158
646,646,kbc,bnd,1025.023958353264
647,647,kbc,bnd,1005.595943546347
648,648,kbc,bnd,1149.3715591480368
649,649,kbc,bnd,1007.069101732208
650,650,kbc,bnd,1047.2144661197158
651,651,kbc,bnd,1025.023958353264
652,652,kbc,bnd,1005.595943546347
653,653,kbc,bnd,1149.3715591480368
654,654,kbc,bnd,1007.069101732208
655,655,kbc,bnd,1047.2144661197158
656,656,kbc,bnd,1025.023958353264
657,657,kbc,bnd,1005.595943546347
658,658,kbc,bnd,1149.3715591480368
659,659,kbc,bnd,1007.069101732208
660,660,kbc,bnd,1047.2144661197158
661,661,kbc,bnd,1025.023958353264
662,662,kbc,bnd,1005.595943546347
663,663,kbc,bnd,1149.3715591480368
664,664,kbc,bnd,1007.069101732208
665,665,kbc,bnd,1047.2144661197158
666,666,kbc,bnd,1025.023958353264
667,667,kbc,bnd,1005.595943546347
668,668,kbc,bnd,1149.3715591480368
669,669,kbc,bnd,1007.069101732208
670,670,kbc,bnd,1047.2144661197158
671,671,kbc,bnd,1025.023958353264
672,672,kbc,bnd,1005.595943546347
673,673,kbc,bnd,1149.3715591480368
674,674,kbc,bnd,1007.069101732208
675,675,kbc,bnd,1047.2144661197158
676,676,kbc,bnd,1025.023958353264
677,677,kbc,bnd,1005.595943546347
678,678,kbc,bnd,1149.3715591480368
679,679,kbc,bnd,1007.069101732208
680,680,kbc,bnd,1047.2144661197158
681,681,kbc,bnd,1025.023958353264
682,682,kbc,bnd,1005.595943546347
683,683,kbc,bnd,1149.3715591480368
